latitude,longitude,mag,mag2,mag3,mag4,mag5,mag6,mag7,mag8,mag9,mag10,mag11,mag12
-97.888,46.558,0.00031588,0.00025385,0.00019144,0.000131,7.44E-05,2.27E-05,-2.33E-05,-6.35E-05,-9.77E-05,-1.95E-06,2.83E-05,-0.0041706
-97.07,46.593,0.00020105,0.00035029,0.00049319,0.00062607,0.00074637,0.00085233,0.00094285,0.0010176,0.0010769,-3.12E-05,-1.91E-05,0.0011533
-96.005,46.504,-0.00038915,-0.00037751,-0.00036278,-0.00034594,-0.00032791,-0.00030929,-0.00029012,-0.00027029,-0.00025004,-0.00013197,-5.59E-05,0.0034202
-95.169,46.514,0.00038234,0.00035909,0.00033327,0.00030621,0.00027916,0.00025298,0.00022793,0.00020389,0.00018095,-4.86E-05,4.15E-05,0.0016209
-94.404,46.557,-0.00025446,-0.00022149,-0.00018715,-0.00015314,-0.00012091,-9.10E-05,-6.29E-05,-3.64E-05,-1.17E-05,9.16E-05,7.10E-05,0.0066086
-93.256,46.518,-0.00037906,-0.0005398,-0.00069123,-0.00082926,-0.00095112,-0.0010552,-0.0011408,-0.0012082,-0.0012581,-2.95E-05,-1.98E-06,0.0069937
-92.4,46.566,0.00033083,0.00050274,0.00066568,0.00081511,0.00094782,0.0010622,0.0011576,0.001234,0.0012915,0.00031588,0.00025385,0.00079611
-123.01,46.083,-0.00089243,-0.0010833,-0.0012584,-0.0014136,-0.0015463,-0.0016547,-0.0017386,-0.0017993,-0.0018392,0.00020105,0.00035029,0.00071499
-121.46,45.885,0.00055607,0.00071153,0.00085589,0.00098567,0.001099,0.0011948,0.0012724,0.0013315,0.0013725,-0.00038915,-0.00037751,-0.0041638
-103.46,45.926,4.63E-05,0.0001037,0.00015866,0.00020965,0.00025561,0.00029585,0.00033002,0.00035794,0.00037956,0.00038234,0.00035909,-0.022766
-102.67,45.851,-4.12E-05,-3.32E-05,-2.52E-05,-1.76E-05,-1.04E-05,-3.98E-06,1.48E-06,6.03E-06,9.89E-06,-0.00025446,-0.00022149,0.022765
-102.02,45.873,6.67E-05,2.69E-05,-1.18E-05,-4.84E-05,-8.19E-05,-0.00011181,-0.00013783,-0.00015982,-0.00017776,-0.00037906,-0.0005398,0.0019636
-100.8,45.849,3.17E-05,-2.34E-06,-3.58E-05,-6.77E-05,-9.74E-05,-0.0001241,-0.00014732,-0.00016665,-0.00018207,0.00033083,0.00050274,0.011361
-99.827,45.834,2.95E-05,-8.10E-06,-4.48E-05,-7.96E-05,-0.000112,-0.00014131,-0.00016702,-0.00018875,-0.00020629,-0.00089243,-0.0010833,-0.0072403
-99.025,45.836,-4.11E-05,4.23E-06,4.84E-05,8.99E-05,0.00012802,0.00016212,0.00019207,0.00021782,0.0002393,0.00055607,0.00071153,-0.0087173
-98.252,45.86,-3.59E-05,-6.74E-05,-9.71E-05,-0.00012416,-0.00014825,-0.00016918,-0.00018695,-0.00020154,-0.00021303,4.63E-05,0.0001037,-0.0039803
-97.126,45.87,-0.00040918,-0.00046237,-0.00051025,-0.00055174,-0.00058621,-0.00061359,-0.00063418,-0.00064833,-0.00065628,-4.12E-05,-3.32E-05,0.002498
-96.293,45.84,8.83E-06,6.65E-05,0.00012203,0.00017378,0.00022055,0.00026169,0.00029691,0.00032603,0.00034897,6.67E-05,2.69E-05,-0.0022192
-95.258,45.795,-0.00013121,-0.00015236,-0.00017142,-0.00018801,-0.0002022,-0.00021412,-0.00022374,-0.00023112,-0.0002364,3.17E-05,-2.34E-06,-0.00066816
-94.573,45.858,-0.00011588,-3.64E-05,4.12E-05,0.00011463,0.0001826,0.00024382,0.00029717,0.00034219,0.00037925,2.95E-05,-8.10E-06,-0.0018417
-93.524,45.862,-0.0001697,-0.00022786,-0.00028231,-0.0003316,-0.00037497,-0.00041221,-0.00044327,-0.00046807,-0.00048673,-4.11E-05,4.23E-06,-0.0039516
-123.26,45.212,0.00050064,0.00015891,-0.00017574,-0.00049323,-0.00078654,-0.0010505,-0.001281,-0.0014756,-0.0016345,-3.59E-05,-6.74E-05,0.0022656
-121.32,45.242,0.00054721,0.0008824,0.0012005,0.0014919,0.0017507,0.0019739,0.0021606,0.0023108,0.0024256,-0.00040918,-0.00046237,-0.0082024
-103.42,45.194,-8.97E-05,-9.72E-05,-0.00010371,-0.00010909,-0.00011322,-0.00011605,-0.00011768,-0.00011833,-0.00011811,8.83E-06,6.65E-05,0.003513
-102.6,45.294,4.79E-05,6.51E-05,8.12E-05,9.59E-05,0.00010892,0.00012034,0.00013003,0.00013794,0.00014405,-0.00013121,-0.00015236,-0.020545
-101.93,45.379,8.65E-05,5.67E-05,2.72E-05,-8.22E-07,-2.68E-05,-5.02E-05,-7.09E-05,-8.87E-05,-0.00010344,-0.00011588,-3.64E-05,-0.003482
-100.92,45.075,-0.00014973,-0.00017521,-0.00019862,-0.00021945,-0.00023736,-0.00025216,-0.00026383,-0.00027246,-0.00027825,-0.0001697,-0.00022786,-0.0096087
-99.923,45.193,-8.41E-05,-9.04E-05,-9.60E-05,-0.00010073,-0.00010462,-0.00010744,-0.00010901,-0.00010924,-0.00010825,0.00050064,0.00015891,-0.010327
-99.145,45.129,-8.00E-05,-7.50E-05,-6.95E-05,-6.36E-05,-5.76E-05,-5.17E-05,-4.62E-05,-4.09E-05,-3.59E-05,0.00054721,0.0008824,-0.014574
-98.208,45.225,4.01E-05,9.34E-05,0.00014463,0.00019215,0.00023471,0.00027155,0.00030252,0.00032776,0.00034756,-8.97E-05,-9.72E-05,0.003958
-97.499,45.255,0.00029882,0.00026766,0.00023507,0.00020242,0.00017084,0.00014113,0.0001137,8.87E-05,6.64E-05,4.79E-05,6.51E-05,0.0021168
-96.438,45.195,-5.85E-05,-1.28E-05,3.15E-05,7.29E-05,0.00011059,0.00014434,0.00017396,0.00019905,0.00021916,8.65E-05,5.67E-05,0.0070573
-95.638,45.242,-0.00036987,-0.00036902,-0.00036486,-0.00035786,-0.00034834,-0.00033687,-0.00032415,-0.00031064,-0.00029657,-0.00014973,-0.00017521,-3.31E-05
-94.486,45.22,-3.43E-05,8.20E-05,0.00019512,0.0003015,0.0003981,0.00048302,0.00055563,0.00061606,0.00066465,-8.41E-05,-9.04E-05,-0.0076612
-93.751,45.234,-0.00035092,-0.00033411,-0.00031461,-0.00029333,-0.0002709,-0.00024798,-0.00022545,-0.00020412,-0.00018446,-8.00E-05,-7.50E-05,-0.0031477
-122.74,44.523,0.0013931,0.0013764,0.0013467,0.0013071,0.0012602,0.0012081,0.0011528,0.001096,0.0010392,4.01E-05,9.34E-05,-0.0053275
-110.58,44.395,-2.23E-05,-4.44E-05,-6.59E-05,-8.62E-05,-0.00010464,-0.00012111,-0.00013543,-0.00014758,-0.00015757,0.00029882,0.00026766,-0.0045523
-103.6,44.621,1.41E-05,-2.31E-06,-1.84E-05,-3.35E-05,-4.76E-05,-6.04E-05,-7.17E-05,-8.13E-05,-8.91E-05,-5.85E-05,-1.28E-05,0.0070547
-102.77,44.617,3.90E-06,1.84E-05,3.23E-05,4.54E-05,5.72E-05,6.75E-05,7.62E-05,8.35E-05,8.95E-05,-0.00036987,-0.00036902,0.0048492
-102.08,44.633,2.86E-05,-1.07E-05,-4.88E-05,-8.44E-05,-0.00011682,-0.00014583,-0.00017119,-0.00019262,-0.00020984,-3.43E-05,8.20E-05,-0.004685
-101.02,44.675,7.12E-05,5.02E-05,2.96E-05,1.02E-05,-7.60E-06,-2.37E-05,-3.81E-05,-5.07E-05,-6.16E-05,-0.00035092,-0.00033411,-0.016168
-100.21,44.626,5.71E-05,5.62E-05,5.49E-05,5.32E-05,5.11E-05,4.87E-05,4.63E-05,4.38E-05,4.15E-05,0.0013931,0.0013764,-0.0081561
-98.477,44.48,4.75E-05,2.91E-05,1.08E-05,-6.78E-06,-2.30E-05,-3.78E-05,-5.08E-05,-6.20E-05,-7.12E-05,-2.23E-05,-4.44E-05,-0.0045329
-97.436,44.504,0.0001394,7.26E-05,6.92E-06,-5.55E-05,-0.00011298,-0.00016465,-0.00020992,-0.00024854,-0.0002806,1.41E-05,-2.31E-06,0.0019542
-96.743,44.681,-0.00016129,-0.00014881,-0.00013565,-0.00012259,-0.0001101,-9.83E-05,-8.70E-05,-7.63E-05,-6.64E-05,3.90E-06,1.84E-05,-0.0023829
-95.777,44.667,-0.00017963,-0.00019264,-0.00020367,-0.00021275,-0.00021999,-0.0002255,-0.00022927,-0.00023129,-0.00023162,2.86E-05,-1.07E-05,-0.0077279
-94.831,44.699,-1.46E-05,-0.00012786,-0.00023663,-0.00033761,-0.00042881,-0.00050928,-0.00057845,-0.00063581,-0.00068107,7.12E-05,5.02E-05,-0.002435
-93.928,44.578,-0.00021974,-0.00014693,-7.53E-05,-7.19E-06,5.56E-05,0.00011196,0.00016178,0.00020517,0.000242,5.71E-05,5.62E-05,0.0031283
-92.918,44.581,2.65E-05,4.06E-05,5.37E-05,6.53E-05,7.51E-05,8.33E-05,9.00E-05,9.53E-05,9.88E-05,4.75E-05,2.91E-05,-0.0064507
-123.85,44.106,0.0028615,0.0031572,0.0034186,0.0036425,0.0038272,0.0039704,0.0040701,0.004127,0.0041457,0.0001394,7.26E-05,-0.0052424
-123.35,43.697,0.00063625,0.00086347,0.0010774,0.0012721,0.0014433,0.0015894,0.0017105,0.0018073,0.0018798,-0.00016129,-0.00014881,-0.0090721
-122.41,43.794,0.00034396,0.00032164,0.00029811,0.00027446,0.00025067,0.00022667,0.00020281,0.00017997,0.00015913,-0.00017963,-0.00019264,-0.004291
-121.34,44.339,-0.00068336,-0.00061003,-0.00053238,-0.00045275,-0.00037404,-0.00029912,-0.00023007,-0.0001679,-0.00011259,-1.46E-05,-0.00012786,0.00015799
-103.73,44.02,-4.51E-05,-3.47E-05,-2.42E-05,-1.38E-05,-3.87E-06,5.35E-06,1.37E-05,2.09E-05,2.71E-05,-0.00021974,-0.00014693,0.0091922
-102.86,44.031,7.21E-07,-4.18E-06,-8.85E-06,-1.32E-05,-1.69E-05,-2.00E-05,-2.24E-05,-2.40E-05,-2.50E-05,2.65E-05,4.06E-05,-0.0058408
-102.05,44.069,-2.60E-05,-7.91E-05,-0.00013027,-0.00017805,-0.00022133,-0.00025942,-0.00029186,-0.00031842,-0.00033914,0.0028615,0.0031572,-0.0059954
-101.17,44,-0.0001471,-0.00011081,-7.48E-05,-4.03E-05,-8.05E-06,2.15E-05,4.79E-05,7.10E-05,9.08E-05,0.00063625,0.00086347,0.0074951
-100.3,44.022,3.57E-05,4.21E-05,4.80E-05,5.31E-05,5.74E-05,6.09E-05,6.40E-05,6.67E-05,6.92E-05,0.00034396,0.00032164,-0.0096271
-99.426,43.914,-2.18E-05,2.31E-05,6.66E-05,0.00010737,0.0001444,0.00017722,0.00020558,0.0002294,0.00024862,-0.00068336,-0.00061003,-0.0066869
-98.535,44.03,-0.00018303,-0.00016556,-0.00014714,-0.00012858,-0.0001104,-9.28E-05,-7.60E-05,-6.02E-05,-4.56E-05,-4.51E-05,-3.47E-05,-0.0025212
-97.464,44.027,6.98E-05,6.17E-05,5.29E-05,4.36E-05,3.41E-05,2.48E-05,1.58E-05,7.29E-06,-7.56E-07,7.21E-07,-4.18E-06,-0.0076712
-96.799,44.047,0.000129,0.00013206,0.00013381,0.00013444,0.00013407,0.00013264,0.00013005,0.00012642,0.00012211,-2.60E-05,-7.91E-05,-0.0072965
-95.86,44.039,0.00010183,6.07E-05,2.01E-05,-1.86E-05,-5.46E-05,-8.72E-05,-0.00011616,-0.00014083,-0.00016099,-0.0001471,-0.00011081,0.0070907
-94.983,43.856,-0.00016992,-0.00020337,-0.00023412,-0.00026149,-0.00028517,-0.00030512,-0.00032144,-0.00033406,-0.00034277,3.57E-05,4.21E-05,-0.0079954
-94.014,44.019,0.0001667,8.26E-05,3.16E-07,-7.71E-05,-0.00014761,-0.00021017,-0.00026467,-0.0003113,-0.00034996,-2.18E-05,2.31E-05,0.0074541
-93.4,44.015,-0.00040957,-0.0003946,-0.00037593,-0.00035428,-0.0003303,-0.00030507,-0.00027995,-0.00025602,-0.00023356,-0.00018303,-0.00016556,-0.014903
-92.331,44.041,0.00070875,0.0007391,0.0007619,0.0007772,0.00078525,0.00078669,0.00078245,0.00077356,0.00076067,6.98E-05,6.17E-05,0.00061074
-123.93,43.161,-0.001273,-0.0018648,-0.0024246,-0.0029373,-0.0033924,-0.0037836,-0.0041079,-0.0043658,-0.0045602,0.000129,0.00013206,0.0019227
-122.11,43.24,0.00041044,0.000454,0.00049279,0.00052581,0.00055188,0.00057022,0.00058105,0.00058566,0.00058574,0.00010183,6.07E-05,-0.010849
-121.23,43.285,0.00052984,0.00057068,0.0006054,0.00063336,0.00065394,0.00066703,0.00067333,0.00067412,0.00067072,-0.00016992,-0.00020337,-0.0065539
-103.8,43.39,-0.00011561,-0.00011653,-0.00011646,-0.00011558,-0.00011393,-0.0001115,-0.00010834,-0.00010467,-0.00010071,0.0001667,8.26E-05,-0.0039783
-103.08,43.313,5.75E-05,6.87E-05,7.89E-05,8.80E-05,9.56E-05,0.00010163,0.0001063,0.00010968,0.00011184,-0.00040957,-0.0003946,0.0061852
-102.01,43.253,-2.59E-05,9.33E-06,4.35E-05,7.52E-05,0.00010382,0.00012879,0.00015002,0.00016754,0.00018142,0.00070875,0.0007391,0.007236
-101.24,43.424,-5.43E-05,-5.32E-05,-5.17E-05,-4.98E-05,-4.78E-05,-4.57E-05,-4.36E-05,-4.15E-05,-3.94E-05,-0.001273,-0.0018648,-0.013844
-100.33,43.406,8.36E-05,8.66E-05,8.87E-05,9.01E-05,9.09E-05,9.11E-05,9.08E-05,8.98E-05,8.82E-05,0.00041044,0.000454,-0.0081996
-99.492,43.325,-4.86E-06,-1.44E-05,-2.33E-05,-3.15E-05,-3.87E-05,-4.50E-05,-5.03E-05,-5.47E-05,-5.81E-05,0.00052984,0.00057068,0.0090689
-98.74,43.291,-2.98E-05,-1.89E-05,-8.13E-06,2.28E-06,1.20E-05,2.07E-05,2.82E-05,3.43E-05,3.91E-05,-0.00011561,-0.00011653,-0.0030155
-97.848,43.372,4.13E-05,2.40E-05,6.65E-06,-9.87E-06,-2.50E-05,-3.87E-05,-5.08E-05,-6.14E-05,-7.05E-05,5.75E-05,6.87E-05,6.45E-05
-96.967,43.319,7.06E-06,1.19E-05,1.65E-05,2.09E-05,2.47E-05,2.79E-05,3.04E-05,3.25E-05,3.46E-05,-2.59E-05,9.33E-06,-0.007983
-95.958,43.284,5.45E-05,3.10E-05,7.90E-06,-1.41E-05,-3.45E-05,-5.30E-05,-6.96E-05,-8.42E-05,-9.66E-05,-5.43E-05,-5.32E-05,-0.005716
-95.208,43.365,0.00021899,0.00025473,0.00028725,0.00031571,0.00033952,0.00035854,0.00037292,0.00038295,0.00038893,8.36E-05,8.66E-05,-0.0034236
-94.34,43.329,-8.10E-05,-4.72E-05,-1.42E-05,1.68E-05,4.50E-05,7.03E-05,9.28E-05,0.00011248,0.00012918,-4.86E-06,-1.44E-05,0.0047317
-93.553,43.31,0.00039853,0.00048866,0.00057208,0.00064658,0.00071099,0.00076508,0.00080876,0.00084185,0.00086455,-2.98E-05,-1.89E-05,-0.0048493
-92.475,43.319,-0.00014771,-0.00018134,-0.00021206,-0.00023918,-0.00026238,-0.00028151,-0.00029643,-0.00030706,-0.00031368,4.13E-05,2.40E-05,-0.0069832
-123.67,42.696,0.00052396,0.0001424,-0.00022896,-0.00057746,-0.00089497,-0.0011777,-0.001424,-0.0016328,-0.0018028,7.06E-06,1.19E-05,0.0077112
-121.75,42.625,-0.00032078,-0.00031395,-0.00030537,-0.00029566,-0.00028553,-0.00027532,-0.00026476,-0.00025347,-0.0002417,5.45E-05,3.10E-05,-0.0011481
-106.52,42.651,-6.22E-05,-8.07E-05,-9.79E-05,-0.00011316,-0.00012605,-0.00013646,-0.00014464,-0.0001509,-0.00015548,0.00021899,0.00025473,-0.0012834
-101.37,42.714,-3.39E-05,-6.11E-06,2.10E-05,4.66E-05,7.01E-05,9.11E-05,0.00010954,0.00012519,0.00013816,-8.10E-05,-4.72E-05,0.0047078
-100.32,42.761,-0.00013833,-0.00013222,-0.00012522,-0.00011771,-0.00010992,-0.00010204,-9.42E-05,-8.67E-05,-7.97E-05,0.00039853,0.00048866,0.0049825
-99.613,42.674,4.23E-05,3.73E-06,-3.38E-05,-6.90E-05,-0.0001012,-0.00012978,-0.00015443,-0.0001749,-0.00019126,-0.00014771,-0.00018134,-0.0096883
-98.755,42.623,-1.64E-05,-3.01E-05,-4.33E-05,-5.58E-05,-6.74E-05,-7.79E-05,-8.73E-05,-9.54E-05,-0.00010204,0.00052396,0.0001424,-0.0087476
-97.972,42.66,5.29E-05,-2.51E-06,-5.63E-05,-0.00010685,-0.00015332,-0.00019522,-0.00023211,-0.00026352,-0.00028921,-0.00032078,-0.00031395,-0.0037976
-97.001,42.605,3.14E-05,7.92E-05,0.00012508,0.00016739,0.0002053,0.00023861,0.00026724,0.00029093,0.00030949,-6.22E-05,-8.07E-05,0.0079718
-96.096,42.687,0.00013629,0.0002133,0.00028645,0.00035364,0.00041351,0.00046537,0.000509,0.00054436,0.00057146,-3.39E-05,-6.11E-06,-0.00096435
-95.233,42.722,0.00013315,8.42E-05,3.60E-05,-9.95E-06,-5.25E-05,-9.08E-05,-0.0001245,-0.00015321,-0.00017697,-0.00013833,-0.00013222,-0.0053802
-94.451,42.638,-9.11E-05,-1.94E-05,5.03E-05,0.00011586,0.00017601,0.00022988,0.00027688,0.00031668,0.00034919,4.23E-05,3.73E-06,-0.0057464
-93.639,42.767,0.00019877,0.00027386,0.00034499,0.00041036,0.00046876,0.00051945,0.00056187,0.0005956,0.00062065,-1.64E-05,-3.01E-05,-0.00026513
-92.771,42.647,0.00055057,0.00055516,0.0005545,0.00054927,0.00053991,0.00052707,0.00051171,0.00049452,0.00047578,5.29E-05,-2.51E-06,-0.0083199
-81.333,35.142,0.0021281,0.001515,0.00090494,0.00031777,-0.00023217,-0.00073427,-0.0011805,-0.0015665,-0.001891,3.14E-05,7.92E-05,0.001177
-102.63,39.011,1.24E-05,1.05E-05,8.52E-06,6.56E-06,4.66E-06,2.93E-06,1.37E-06,-6.00E-08,-1.44E-06,0.00013629,0.0002133,0.0047221
-123.6,42.158,-0.0005009,-0.00029105,-8.38E-05,0.00011422,0.00029844,0.00046612,0.000615,0.00074292,0.00084825,0.00013315,8.42E-05,0.0069373
-122.3,42.218,0.0009799,0.0004781,-1.42E-05,-0.00048099,-0.00091139,-0.0012987,-0.0016386,-0.0019283,-0.0021663,-9.11E-05,-1.94E-05,0.0078931
-101.52,42.007,-0.00011116,-0.00015322,-0.00019285,-0.00022898,-0.00026066,-0.00028721,-0.00030844,-0.00032459,-0.00033612,0.00019877,0.00027386,0.0053283
-100.48,42.064,-8.64E-05,-9.22E-05,-9.72E-05,-0.00010158,-0.00010538,-0.00010859,-0.00011092,-0.00011221,-0.00011252,0.00055057,0.00055516,-0.0083538
-99.72,41.949,0.00011918,0.00010365,8.81E-05,7.31E-05,5.91E-05,4.64E-05,3.51E-05,2.52E-05,1.67E-05,0.0021281,0.001515,-0.01364
-98.839,42.176,4.40E-06,-8.36E-06,-2.06E-05,-3.19E-05,-4.21E-05,-5.13E-05,-5.93E-05,-6.60E-05,-7.13E-05,1.24E-05,1.05E-05,0.0052741
-98.008,42.005,-8.99E-06,-2.41E-05,-3.85E-05,-5.17E-05,-6.34E-05,-7.39E-05,-8.30E-05,-9.09E-05,-9.74E-05,-0.0005009,-0.00029105,-0.020508
-97.272,42.166,-9.97E-05,-7.26E-05,-4.56E-05,-1.95E-05,4.92E-06,2.72E-05,4.68E-05,6.33E-05,7.68E-05,0.0009799,0.0004781,-0.0017767
-96.376,41.967,0.00022273,0.00022046,0.00021664,0.00021164,0.00020571,0.00019914,0.00019222,0.00018519,0.00017829,-0.00011116,-0.00015322,-0.0034641
-95.545,42.112,-9.20E-05,-5.11E-05,-1.13E-05,2.61E-05,6.01E-05,9.02E-05,0.00011615,0.0001379,0.00015555,-8.64E-05,-9.22E-05,-0.0029495
-94.668,42.101,-0.0001399,-0.00017338,-0.00020435,-0.00023204,-0.000256,-0.000276,-0.00029185,-0.00030352,-0.00031122,0.00011918,0.00010365,0.003829
-93.755,42.125,4.63E-05,8.44E-05,0.00012059,0.00015385,0.00018376,0.00021009,0.00023253,0.0002507,0.0002644,4.40E-06,-8.36E-06,-0.0062876
-92.96,42.141,-6.57E-05,-0.00010023,-0.00013301,-0.00016336,-0.00019119,-0.00021616,-0.00023772,-0.00025575,-0.00027042,-8.99E-06,-2.41E-05,-0.0041448
-122.85,41.392,-9.05E-05,-0.00012456,-0.00015694,-0.00018643,-0.00021246,-0.00023497,-0.000254,-0.00026929,-0.0002804,-9.97E-05,-7.26E-05,0.00063157
-121.84,41.783,-0.00076959,-0.00087832,-0.00097594,-0.0010601,-0.0011295,-0.001184,-0.0012245,-0.001252,-0.0012673,0.00022273,0.00022046,-0.0018067
-101.37,41.396,5.81E-05,8.34E-06,-4.04E-05,-8.64E-05,-0.0001283,-0.00016531,-0.00019707,-0.00022361,-0.0002451,-9.20E-05,-5.11E-05,0.0011598
-100.69,41.444,5.54E-05,7.35E-05,9.04E-05,0.0001056,0.00011886,0.00013013,0.00013925,0.00014617,0.00015101,-0.0001399,-0.00017338,-0.0072754
-99.872,41.537,-6.21E-05,-7.28E-05,-8.27E-05,-9.18E-05,-9.99E-05,-0.00010675,-0.00011203,-0.00011565,-0.00011775,4.63E-05,8.44E-05,0.0039691
-98.977,41.344,-0.00012693,-0.00013154,-0.00013501,-0.00013742,-0.00013887,-0.00013944,-0.0001392,-0.00013822,-0.00013662,-6.57E-05,-0.00010023,-0.005012
-97.195,41.573,2.88E-05,3.24E-05,3.54E-05,3.78E-05,3.97E-05,4.12E-05,4.24E-05,4.33E-05,4.38E-05,-9.05E-05,-0.00012456,0.0039742
-96.583,41.502,-0.00013461,-0.00016033,-0.00018386,-0.00020464,-0.00022245,-0.00023726,-0.00024896,-0.00025733,-0.00026238,-0.00076959,-0.00087832,-0.0075224
-95.695,41.467,-0.00025393,-0.00027588,-0.00029455,-0.00030968,-0.00032125,-0.00032937,-0.0003341,-0.00033551,-0.00033389,5.81E-05,8.34E-06,-0.00046651
-94.802,41.454,-0.00012334,-0.00010536,-8.71E-05,-6.93E-05,-5.26E-05,-3.73E-05,-2.34E-05,-1.10E-05,-2.41E-07,5.54E-05,7.35E-05,0.0051953
-94.058,41.403,-8.66E-05,-6.70E-05,-4.69E-05,-2.71E-05,-8.38E-06,8.55E-06,2.32E-05,3.57E-05,4.62E-05,-6.21E-05,-7.28E-05,-0.0033164
-93.197,41.417,0.00014372,0.00017657,0.00020698,0.00023427,0.00025811,0.00027829,0.00029472,0.00030735,0.00031625,-0.00012693,-0.00013154,0.0021938
-79.665,41.508,2.45E-05,-0.0001521,-0.00032279,-0.00048232,-0.00062732,-0.00075565,-0.00086584,-0.00095726,-0.0010301,2.88E-05,3.24E-05,-0.0023842
-99.603,47.848,0.00029436,0.00031173,0.00032624,0.00033779,0.00034627,0.0003517,0.00035433,0.00035457,0.0003529,-0.00013461,-0.00016033,-0.00019513
-102.77,33.97,7.31E-05,6.99E-05,6.57E-05,6.10E-05,5.59E-05,5.04E-05,4.47E-05,3.93E-05,3.47E-05,-0.00025393,-0.00027588,0.0043731
-122.7,40.974,-0.00029144,-0.00032362,-0.0003522,-0.00037681,-0.00039691,-0.00041202,-0.00042206,-0.00042748,-0.00042906,-0.00012334,-0.00010536,0.0052817
-105.94,40.895,-0.00016497,-0.00018827,-0.00020926,-0.0002274,-0.00024247,-0.00025441,-0.0002632,-0.00026887,-0.00027163,-8.66E-05,-6.70E-05,-0.0011259
-101.54,40.687,0.00011055,0.00013918,0.00016563,0.00018925,0.00020978,0.00022727,0.0002418,0.00025338,0.00026186,0.00014372,0.00017657,0.0082154
-100.63,40.819,-2.90E-05,-2.84E-05,-2.75E-05,-2.64E-05,-2.53E-05,-2.46E-05,-2.43E-05,-2.42E-05,-2.41E-05,2.45E-05,-0.0001521,0.016724
-100.1,40.796,0.00012855,0.00011519,0.00010121,8.72E-05,7.36E-05,6.06E-05,4.84E-05,3.72E-05,2.70E-05,0.00029436,0.00031173,0.013966
-98.954,40.824,6.48E-05,6.51E-05,6.46E-05,6.31E-05,6.08E-05,5.82E-05,5.54E-05,5.26E-05,4.97E-05,7.31E-05,6.99E-05,-0.0026941
-98.296,40.764,-1.99E-05,-5.56E-05,-8.98E-05,-0.00012157,-0.00015033,-0.00017558,-0.00019691,-0.00021415,-0.00022745,-0.00029144,-0.00032362,-0.0049741
-97.451,40.738,-1.07E-05,-3.29E-05,-5.44E-05,-7.44E-05,-9.25E-05,-0.0001083,-0.00012189,-0.00013343,-0.00014314,-0.00016497,-0.00018827,-9.17E-06
-96.501,40.838,-1.32E-05,1.56E-06,1.61E-05,2.99E-05,4.25E-05,5.37E-05,6.32E-05,7.10E-05,7.72E-05,0.00011055,0.00013918,0.0077726
-95.642,40.861,-9.98E-05,-0.00010436,-0.00010783,-0.00011019,-0.00011151,-0.0001118,-0.00011103,-0.00010924,-0.00010664,-2.90E-05,-2.84E-05,-0.0013205
-94.96,40.816,8.65E-05,3.40E-05,-1.73E-05,-6.58E-05,-0.00011015,-0.00014966,-0.0001839,-0.00021252,-0.00023548,0.00012855,0.00011519,0.00061954
-94.21,40.758,0.00017292,0.00025046,0.00032385,0.0003911,0.00045085,0.00050234,0.00054513,0.00057905,0.00060431,6.48E-05,6.51E-05,0.010422
-93.235,40.793,0.00020757,0.00022908,0.00024806,0.00026406,0.00027692,0.00028678,0.000294,0.00029881,0.0003011,-1.99E-05,-5.56E-05,-0.01335
-92.502,40.878,-5.52E-05,-5.38E-05,-5.19E-05,-4.95E-05,-4.68E-05,-4.37E-05,-4.06E-05,-3.77E-05,-3.50E-05,-1.07E-05,-3.29E-05,0.0028231
-79.989,40.962,4.89E-05,9.49E-06,-2.94E-05,-6.70E-05,-0.00010272,-0.00013587,-0.00016567,-0.00019154,-0.00021294,-1.32E-05,1.56E-06,0.010304
-75.77,40.917,6.30E-05,-0.00012599,-0.00030887,-0.00047983,-0.00063506,-0.00077256,-0.00089111,-0.00098976,-0.0010679,-9.98E-05,-0.00010436,0.0071461
-122.79,40.177,0.0002109,0.00042501,0.00062944,0.00081778,0.00098516,0.0011292,0.0012497,0.0013477,0.0014239,8.65E-05,3.40E-05,0.00045403
-121.8,40.295,0.0001641,0.00015567,0.00014637,0.00013682,0.00012757,0.00011876,0.00011018,0.00010164,9.34E-05,0.00017292,0.00025046,0.0065798
